"","LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","ALLSKY_SFC_SW_DWN","RH2M","T2M","PRECTOTCORR","WS2M","WD2M"
"1",-40.5,-8.5,1981,1,1,1,1981-01-01,NA,66.5,25.03,0.75,1.84,80
"2",-40.5,-8.5,1981,1,2,2,1981-01-02,NA,67.19,25.41,0.79,1.76,125.44
"3",-40.5,-8.5,1981,1,3,3,1981-01-03,NA,55.56,27.55,0.05,4.43,114.56
"4",-40.5,-8.5,1981,1,4,4,1981-01-04,NA,50.94,27.59,0.03,4.16,108.62
"5",-40.5,-8.5,1981,1,5,5,1981-01-05,NA,47.38,27.99,0.03,3.98,111.5
"6",-40.5,-8.5,1981,1,6,6,1981-01-06,NA,56.56,26.85,0.32,3.48,89.31
"7",-40.5,-8.5,1981,1,7,7,1981-01-07,NA,51.44,28.42,0.15,3.62,106.62
"8",-40.5,-8.5,1981,1,8,8,1981-01-08,NA,48.94,28.66,0.49,3.06,94.06
"9",-40.5,-8.5,1981,1,9,9,1981-01-09,NA,60.25,26.53,1.12,2.58,68.94
"10",-40.5,-8.5,1981,1,10,10,1981-01-10,NA,54.19,28.37,1.13,2.93,81.69
"11",-40.5,-8.5,1981,1,11,11,1981-01-11,NA,52.69,28.48,1.1,2.95,83.06
"12",-40.5,-8.5,1981,1,12,12,1981-01-12,NA,45.19,29.61,0.31,3,98.88
"13",-40.5,-8.5,1981,1,13,13,1981-01-13,NA,44.31,29.78,0.12,3.59,102.94
"14",-40.5,-8.5,1981,1,14,14,1981-01-14,NA,44.31,29.37,0.12,3.3,108
"15",-40.5,-8.5,1981,1,15,15,1981-01-15,NA,44.69,29.94,0.84,2.89,96.81
"16",-40.5,-8.5,1981,1,16,16,1981-01-16,NA,46.38,29.65,1.65,3.04,99.25
"17",-40.5,-8.5,1981,1,17,17,1981-01-17,NA,45.38,28.37,1.04,3.02,106.5
"18",-40.5,-8.5,1981,1,18,18,1981-01-18,NA,55.06,27.47,4.94,3.44,98.69
"19",-40.5,-8.5,1981,1,19,19,1981-01-19,NA,65.12,25.87,7.26,2.64,89.06
"20",-40.5,-8.5,1981,1,20,20,1981-01-20,NA,82.38,22.55,3.91,2.05,141.38
"21",-40.5,-8.5,1981,1,21,21,1981-01-21,NA,76.62,24.26,8.76,0.99,116.62
"22",-40.5,-8.5,1981,1,22,22,1981-01-22,NA,73.25,25.35,3.11,2.02,96
"23",-40.5,-8.5,1981,1,23,23,1981-01-23,NA,71.19,25.94,2.15,1.35,83.69
"24",-40.5,-8.5,1981,1,24,24,1981-01-24,NA,57.69,27.12,0.19,3.95,112.44
"25",-40.5,-8.5,1981,1,25,25,1981-01-25,NA,61.06,27.23,1.05,3.59,119.12
"26",-40.5,-8.5,1981,1,26,26,1981-01-26,NA,62.38,27,1.66,2.73,105.06
"27",-40.5,-8.5,1981,1,27,27,1981-01-27,NA,68.69,24.46,2.54,3.23,88.81
"28",-40.5,-8.5,1981,1,28,28,1981-01-28,NA,63.31,26.3,1.81,3.23,99.5
"29",-40.5,-8.5,1981,1,29,29,1981-01-29,NA,70.31,25.55,4.12,3.01,110.56
"30",-40.5,-8.5,1981,1,30,30,1981-01-30,NA,76.88,24.01,2.71,3,83.88
"31",-40.5,-8.5,1981,1,31,31,1981-01-31,NA,69.81,25.58,2.51,1.93,73.31
"32",-40.5,-8.5,1981,2,1,32,1981-02-01,NA,60.75,26.56,0.44,2.93,96.69
"33",-40.5,-8.5,1981,2,2,33,1981-02-02,NA,59.94,25.46,0.05,3.45,112.56
"34",-40.5,-8.5,1981,2,3,34,1981-02-03,NA,57.62,26.68,0.02,3.27,124.75
"35",-40.5,-8.5,1981,2,4,35,1981-02-04,NA,49.94,27.45,0.02,2.86,108.94
"36",-40.5,-8.5,1981,2,5,36,1981-02-05,NA,50.81,27.91,0.18,2.61,86.81
"37",-40.5,-8.5,1981,2,6,37,1981-02-06,NA,53.94,28.3,0.9,3.03,81.94
"38",-40.5,-8.5,1981,2,7,38,1981-02-07,NA,56.44,27.58,1.39,3.13,84.44
"39",-40.5,-8.5,1981,2,8,39,1981-02-08,NA,46.94,29.17,0.14,4.05,94.31
"40",-40.5,-8.5,1981,2,9,40,1981-02-09,NA,45.12,29.43,0.17,4.22,97.31
"41",-40.5,-8.5,1981,2,10,41,1981-02-10,NA,41.69,29.71,0,4.12,105.5
"42",-40.5,-8.5,1981,2,11,42,1981-02-11,NA,43.19,29.64,0.03,4.4,107.44
"43",-40.5,-8.5,1981,2,12,43,1981-02-12,NA,45.06,28.85,0.19,4.15,106.12
"44",-40.5,-8.5,1981,2,13,44,1981-02-13,NA,50.5,26.88,0.03,3.79,119.25
"45",-40.5,-8.5,1981,2,14,45,1981-02-14,NA,50,27.53,0,4.1,120.69
"46",-40.5,-8.5,1981,2,15,46,1981-02-15,NA,49.19,28.2,0,3.89,124.25
"47",-40.5,-8.5,1981,2,16,47,1981-02-16,NA,49.69,28.8,0,4.74,113.88
"48",-40.5,-8.5,1981,2,17,48,1981-02-17,NA,48.38,28.85,0,5,118.81
"49",-40.5,-8.5,1981,2,18,49,1981-02-18,NA,47.88,28.74,0,5.02,120.75
"50",-40.5,-8.5,1981,2,19,50,1981-02-19,NA,43.31,28.44,0,4.34,116.12
"51",-40.5,-8.5,1981,2,20,51,1981-02-20,NA,42,28.73,0,3.62,109.81
"52",-40.5,-8.5,1981,2,21,52,1981-02-21,NA,45.19,29.01,0,4.66,112.44
"53",-40.5,-8.5,1981,2,22,53,1981-02-22,NA,44,29.21,0,4.83,110.56
"54",-40.5,-8.5,1981,2,23,54,1981-02-23,NA,43,28.98,0,4.83,111.75
"55",-40.5,-8.5,1981,2,24,55,1981-02-24,NA,43.56,29.01,0,4.71,116.44
"56",-40.5,-8.5,1981,2,25,56,1981-02-25,NA,42.19,28.76,0,4.69,115.44
"57",-40.5,-8.5,1981,2,26,57,1981-02-26,NA,44.31,29.12,0,4.2,110.12
"58",-40.5,-8.5,1981,2,27,58,1981-02-27,NA,43.25,29.97,0,4.48,104.88
"59",-40.5,-8.5,1981,2,28,59,1981-02-28,NA,43.75,30.44,0,4.34,104.56
"60",-40.5,-8.5,1981,3,1,60,1981-03-01,NA,41.38,30.08,0.13,3.86,105.81
"61",-40.5,-8.5,1981,3,2,61,1981-03-02,NA,44,27.9,0.55,3.3,92.69
"62",-40.5,-8.5,1981,3,3,62,1981-03-03,NA,40.5,29.26,0.01,3.42,114.12
"63",-40.5,-8.5,1981,3,4,63,1981-03-04,NA,43.19,29.15,0,2.37,105.69
"64",-40.5,-8.5,1981,3,5,64,1981-03-05,NA,36.69,31.33,0.04,2.3,88
"65",-40.5,-8.5,1981,3,6,65,1981-03-06,NA,39.31,32.03,0.2,2.85,96.69
"66",-40.5,-8.5,1981,3,7,66,1981-03-07,NA,41.88,31.88,0.27,2.82,88.75
"67",-40.5,-8.5,1981,3,8,67,1981-03-08,NA,42.75,31.94,0.59,2.62,72
"68",-40.5,-8.5,1981,3,9,68,1981-03-09,NA,41,31.98,1.21,2.03,107.69
"69",-40.5,-8.5,1981,3,10,69,1981-03-10,NA,62.31,28.85,6.38,1.63,182.62
"70",-40.5,-8.5,1981,3,11,70,1981-03-11,NA,85.38,24.09,15.5,2.06,229.69
"71",-40.5,-8.5,1981,3,12,71,1981-03-12,NA,85.5,24.02,12.79,1.26,279.38
"72",-40.5,-8.5,1981,3,13,72,1981-03-13,NA,89.81,23.55,29.56,2.99,330.62
"73",-40.5,-8.5,1981,3,14,73,1981-03-14,NA,89.81,23.63,19.7,2.46,325.31
"74",-40.5,-8.5,1981,3,15,74,1981-03-15,NA,92.25,22.38,10.35,1.75,230.25
"75",-40.5,-8.5,1981,3,16,75,1981-03-16,NA,88.12,23.87,6.16,2.33,330.69
"76",-40.5,-8.5,1981,3,17,76,1981-03-17,NA,88.12,24.06,8.1,1.6,95.06
"77",-40.5,-8.5,1981,3,18,77,1981-03-18,NA,88.94,23.07,20.3,1.75,62.12
"78",-40.5,-8.5,1981,3,19,78,1981-03-19,NA,87,23.76,17.31,0.98,113.38
"79",-40.5,-8.5,1981,3,20,79,1981-03-20,NA,91.31,22.43,19.9,2.16,150.06
"80",-40.5,-8.5,1981,3,21,80,1981-03-21,NA,86.38,23.83,8.25,1.94,192.5
"81",-40.5,-8.5,1981,3,22,81,1981-03-22,NA,89.38,22.62,4.45,1.74,327.38
"82",-40.5,-8.5,1981,3,23,82,1981-03-23,NA,88.62,23.51,27.66,0.81,121.19
"83",-40.5,-8.5,1981,3,24,83,1981-03-24,NA,89.25,23.51,21.18,1.88,87.94
"84",-40.5,-8.5,1981,3,25,84,1981-03-25,NA,89.19,23.13,31.76,1.4,139.62
"85",-40.5,-8.5,1981,3,26,85,1981-03-26,NA,88.75,23.09,17.01,1.82,104.44
"86",-40.5,-8.5,1981,3,27,86,1981-03-27,NA,86.62,23.74,8.06,2.95,119.06
"87",-40.5,-8.5,1981,3,28,87,1981-03-28,NA,84.12,23.44,5.55,2.62,115.88
"88",-40.5,-8.5,1981,3,29,88,1981-03-29,NA,83.81,23.96,4.9,1.65,83.19
"89",-40.5,-8.5,1981,3,30,89,1981-03-30,NA,87.44,23.05,2.2,1.68,89.88
"90",-40.5,-8.5,1981,3,31,90,1981-03-31,NA,83.81,24.05,3.4,2.1,105.94
"91",-40.5,-8.5,1981,4,1,91,1981-04-01,NA,82.38,24.12,16.85,1.05,143.25
"92",-40.5,-8.5,1981,4,2,92,1981-04-02,NA,84.69,24.52,6.51,1.25,169.88
"93",-40.5,-8.5,1981,4,3,93,1981-04-03,NA,88.06,23.83,8.44,2.59,103.88
"94",-40.5,-8.5,1981,4,4,94,1981-04-04,NA,84.81,23.75,2.28,2.97,113.69
"95",-40.5,-8.5,1981,4,5,95,1981-04-05,NA,84.62,23.76,1.02,3.58,117.38
"96",-40.5,-8.5,1981,4,6,96,1981-04-06,NA,84.06,23.75,0.35,3.62,122.31
"97",-40.5,-8.5,1981,4,7,97,1981-04-07,NA,83.75,23.88,0.05,3.55,120.06
"98",-40.5,-8.5,1981,4,8,98,1981-04-08,NA,82.62,24.38,0,3.27,113.19
"99",-40.5,-8.5,1981,4,9,99,1981-04-09,NA,81.06,23.74,0.01,2.93,111.12
"100",-40.5,-8.5,1981,4,10,100,1981-04-10,NA,80.25,23.48,0.02,2.85,116.75
"101",-40.5,-8.5,1981,4,11,101,1981-04-11,NA,81.5,23.42,0.13,2.97,125.25
"102",-40.5,-8.5,1981,4,12,102,1981-04-12,NA,81.88,23.8,0.33,2.8,122.56
"103",-40.5,-8.5,1981,4,13,103,1981-04-13,NA,82.19,23.74,0.12,3.03,131.81
"104",-40.5,-8.5,1981,4,14,104,1981-04-14,NA,81.5,23.81,0.04,2.66,120.81
"105",-40.5,-8.5,1981,4,15,105,1981-04-15,NA,83.94,23.85,0.12,2.62,114
"106",-40.5,-8.5,1981,4,16,106,1981-04-16,NA,82.31,24.56,0.53,2.64,113.31
"107",-40.5,-8.5,1981,4,17,107,1981-04-17,NA,83.19,24.3,1.04,2.3,95.56
"108",-40.5,-8.5,1981,4,18,108,1981-04-18,NA,81.69,23.76,1.33,1.43,88.62
"109",-40.5,-8.5,1981,4,19,109,1981-04-19,NA,83.75,23.87,0.93,2.71,116.88
"110",-40.5,-8.5,1981,4,20,110,1981-04-20,NA,81.5,23.5,0.97,3.4,113.31
"111",-40.5,-8.5,1981,4,21,111,1981-04-21,NA,78.81,23.97,0.52,3.89,119.94
"112",-40.5,-8.5,1981,4,22,112,1981-04-22,NA,77.75,24.08,0.11,3.61,116.31
"113",-40.5,-8.5,1981,4,23,113,1981-04-23,NA,79.81,24.35,1.13,2.75,109.94
"114",-40.5,-8.5,1981,4,24,114,1981-04-24,NA,81.38,24.69,1.53,3.15,115.38
"115",-40.5,-8.5,1981,4,25,115,1981-04-25,NA,81.44,23.97,1.88,3.8,130.62
"116",-40.5,-8.5,1981,4,26,116,1981-04-26,NA,78.44,24.5,0.25,3.57,115.75
"117",-40.5,-8.5,1981,4,27,117,1981-04-27,NA,73.31,24.96,0.02,3.66,117.31
"118",-40.5,-8.5,1981,4,28,118,1981-04-28,NA,70.88,23.94,0,3.22,126.38
"119",-40.5,-8.5,1981,4,29,119,1981-04-29,NA,73.12,24.11,0.07,2.41,125.12
"120",-40.5,-8.5,1981,4,30,120,1981-04-30,NA,73.12,24.6,0.04,2.22,131.44
"121",-40.5,-8.5,1981,5,1,121,1981-05-01,NA,75.88,25.03,0,2.77,124.12
"122",-40.5,-8.5,1981,5,2,122,1981-05-02,NA,73.75,25.29,0,3.23,113.75
"123",-40.5,-8.5,1981,5,3,123,1981-05-03,NA,68.31,24.81,0.13,3.67,116.19
"124",-40.5,-8.5,1981,5,4,124,1981-05-04,NA,69.31,24.12,0.03,3.73,119.62
"125",-40.5,-8.5,1981,5,5,125,1981-05-05,NA,68.31,24.7,0.03,3.69,131.75
"126",-40.5,-8.5,1981,5,6,126,1981-05-06,NA,68,24.53,0.01,3.91,127.06
"127",-40.5,-8.5,1981,5,7,127,1981-05-07,NA,73.75,23.43,0,3.66,130.19
"128",-40.5,-8.5,1981,5,8,128,1981-05-08,NA,68.56,24.57,0.06,4.32,133.62
"129",-40.5,-8.5,1981,5,9,129,1981-05-09,NA,73.88,23.48,0.22,3.76,134.25
"130",-40.5,-8.5,1981,5,10,130,1981-05-10,NA,70.75,23.39,0,3.94,123.38
"131",-40.5,-8.5,1981,5,11,131,1981-05-11,NA,70.25,22.94,0.02,3.31,133.06
"132",-40.5,-8.5,1981,5,12,132,1981-05-12,NA,70.62,23.5,0.01,3.73,127.88
"133",-40.5,-8.5,1981,5,13,133,1981-05-13,NA,67.31,23.95,0,3.06,120.94
"134",-40.5,-8.5,1981,5,14,134,1981-05-14,NA,69.56,23.51,0.05,2.91,118.69
"135",-40.5,-8.5,1981,5,15,135,1981-05-15,NA,67.19,23.63,0.03,2.63,121.62
"136",-40.5,-8.5,1981,5,16,136,1981-05-16,NA,65.75,25.11,0,3.06,125.25
"137",-40.5,-8.5,1981,5,17,137,1981-05-17,NA,67.19,24.58,0,3.35,122.12
"138",-40.5,-8.5,1981,5,18,138,1981-05-18,NA,67.31,25.15,0,4.46,126.88
"139",-40.5,-8.5,1981,5,19,139,1981-05-19,NA,63.88,25.06,0.03,4.75,120.19
"140",-40.5,-8.5,1981,5,20,140,1981-05-20,NA,66.38,24.26,0.13,4.29,124.81
"141",-40.5,-8.5,1981,5,21,141,1981-05-21,NA,67,24.7,0,4.19,129.38
"142",-40.5,-8.5,1981,5,22,142,1981-05-22,NA,62.69,24.73,0,4.09,123.88
"143",-40.5,-8.5,1981,5,23,143,1981-05-23,NA,62.31,24.62,0,4.23,130.25
"144",-40.5,-8.5,1981,5,24,144,1981-05-24,NA,65.81,23.48,0,3.15,108.38
"145",-40.5,-8.5,1981,5,25,145,1981-05-25,NA,68.25,23.8,0,3.47,121.44
"146",-40.5,-8.5,1981,5,26,146,1981-05-26,NA,63.81,25.35,0,3.7,130.44
"147",-40.5,-8.5,1981,5,27,147,1981-05-27,NA,63.94,24.42,0,3.74,129.25
"148",-40.5,-8.5,1981,5,28,148,1981-05-28,NA,59.5,25.07,0,3.65,133.06
"149",-40.5,-8.5,1981,5,29,149,1981-05-29,NA,56.12,25.19,0,3.06,127.31
"150",-40.5,-8.5,1981,5,30,150,1981-05-30,NA,55.75,25.87,0,3.63,118.06
"151",-40.5,-8.5,1981,5,31,151,1981-05-31,NA,58.56,25.56,0,3.84,123.56
"152",-40.5,-8.5,1981,6,1,152,1981-06-01,NA,58.94,25.55,0,4.57,127.06
"153",-40.5,-8.5,1981,6,2,153,1981-06-02,NA,59.81,25.77,0,4.59,118.88
"154",-40.5,-8.5,1981,6,3,154,1981-06-03,NA,59.56,26.31,0.02,3.59,111.62
"155",-40.5,-8.5,1981,6,4,155,1981-06-04,NA,55.19,26.92,0.04,3.51,103.88
"156",-40.5,-8.5,1981,6,5,156,1981-06-05,NA,58.38,27.16,0,3.7,113.19
"157",-40.5,-8.5,1981,6,6,157,1981-06-06,NA,54.44,26.96,0,4.37,103.88
"158",-40.5,-8.5,1981,6,7,158,1981-06-07,NA,58.25,25.24,0.02,2.98,98.44
"159",-40.5,-8.5,1981,6,8,159,1981-06-08,NA,61.75,26.67,0.2,2.72,97
"160",-40.5,-8.5,1981,6,9,160,1981-06-09,NA,56.94,27.05,0,4.35,116.5
"161",-40.5,-8.5,1981,6,10,161,1981-06-10,NA,59.38,26.01,0.01,4.75,122.56
"162",-40.5,-8.5,1981,6,11,162,1981-06-11,NA,55.25,24.23,0.02,4.26,119.06
"163",-40.5,-8.5,1981,6,12,163,1981-06-12,NA,56.81,23.99,0.05,3.46,116.25
"164",-40.5,-8.5,1981,6,13,164,1981-06-13,NA,61.12,24.89,0.07,4.28,123.81
"165",-40.5,-8.5,1981,6,14,165,1981-06-14,NA,60.06,25.45,0.01,4.17,118.06
"166",-40.5,-8.5,1981,6,15,166,1981-06-15,NA,58.19,25.76,0.01,4.52,116.19
"167",-40.5,-8.5,1981,6,16,167,1981-06-16,NA,60.69,25.31,0,4.5,116.5
"168",-40.5,-8.5,1981,6,17,168,1981-06-17,NA,58.25,24.76,0,4.3,118
"169",-40.5,-8.5,1981,6,18,169,1981-06-18,NA,57.12,24.33,0,3.58,116.88
"170",-40.5,-8.5,1981,6,19,170,1981-06-19,NA,54.75,24.45,0,3.53,125.56
"171",-40.5,-8.5,1981,6,20,171,1981-06-20,NA,53.44,24.49,0,4.09,127.06
"172",-40.5,-8.5,1981,6,21,172,1981-06-21,NA,55.06,23.86,0,4.02,128.69
"173",-40.5,-8.5,1981,6,22,173,1981-06-22,NA,56.69,23.89,0,4.65,132.06
"174",-40.5,-8.5,1981,6,23,174,1981-06-23,NA,60.31,23.61,0,4.49,120.12
"175",-40.5,-8.5,1981,6,24,175,1981-06-24,NA,59.75,24.01,0,4.67,123.69
"176",-40.5,-8.5,1981,6,25,176,1981-06-25,NA,64.75,23.35,0,5.22,134.38
"177",-40.5,-8.5,1981,6,26,177,1981-06-26,NA,60.12,23.65,0.02,5.02,125.25
"178",-40.5,-8.5,1981,6,27,178,1981-06-27,NA,62.31,23.79,0.02,4.82,131.19
"179",-40.5,-8.5,1981,6,28,179,1981-06-28,NA,58,23.94,0,4.48,128.81
"180",-40.5,-8.5,1981,6,29,180,1981-06-29,NA,55.69,24.22,0.01,3.88,125.88
"181",-40.5,-8.5,1981,6,30,181,1981-06-30,NA,58.69,24.64,0.01,3.82,124.62
"182",-40.5,-8.5,1981,7,1,182,1981-07-01,NA,55.38,25.23,0,3.82,116.56
