"","LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","ALLSKY_SFC_SW_DWN","RH2M","T2M","PRECTOTCORR","WS2M","WD2M"
"1",-60.75,-2.5,1981,1,1,1,1981-01-01,NA,85.75,26.17,0.81,0.83,79.06
"2",-60.75,-2.5,1981,1,2,2,1981-01-02,NA,87.25,25.95,1.22,0.8,122.56
"3",-60.75,-2.5,1981,1,3,3,1981-01-03,NA,88.25,26.08,5.74,0.79,118.81
"4",-60.75,-2.5,1981,1,4,4,1981-01-04,NA,91.62,25.79,6.08,0.72,115.56
"5",-60.75,-2.5,1981,1,5,5,1981-01-05,NA,86.25,25.83,6.65,0.84,118.06
"6",-60.75,-2.5,1981,1,6,6,1981-01-06,NA,91.38,25.12,8.38,0.86,133.75
"7",-60.75,-2.5,1981,1,7,7,1981-01-07,NA,87.94,25.61,6.73,0.84,119.62
"8",-60.75,-2.5,1981,1,8,8,1981-01-08,NA,82.94,26.31,3.37,0.56,126.5
"9",-60.75,-2.5,1981,1,9,9,1981-01-09,NA,87.12,25.85,6.92,0.6,216.38
"10",-60.75,-2.5,1981,1,10,10,1981-01-10,NA,86.44,25.02,5.9,0.51,131.75
"11",-60.75,-2.5,1981,1,11,11,1981-01-11,NA,84.19,25.58,9.07,0.74,58.75
"12",-60.75,-2.5,1981,1,12,12,1981-01-12,NA,85.44,26.13,4.45,0.77,87.06
"13",-60.75,-2.5,1981,1,13,13,1981-01-13,NA,87.38,26.31,1.78,0.78,103.31
"14",-60.75,-2.5,1981,1,14,14,1981-01-14,NA,91.12,25.47,29.49,0.75,123.44
"15",-60.75,-2.5,1981,1,15,15,1981-01-15,NA,88.75,25.73,17.26,0.7,240.75
"16",-60.75,-2.5,1981,1,16,16,1981-01-16,NA,87.56,25.36,1.39,0.66,84.31
"17",-60.75,-2.5,1981,1,17,17,1981-01-17,NA,86.75,26.44,1.19,0.84,86.81
"18",-60.75,-2.5,1981,1,18,18,1981-01-18,NA,89.62,25.7,5.55,0.88,106.25
"19",-60.75,-2.5,1981,1,19,19,1981-01-19,NA,92.69,25.3,10.95,0.81,117.38
"20",-60.75,-2.5,1981,1,20,20,1981-01-20,NA,88.25,25.61,23.44,0.95,106.25
"21",-60.75,-2.5,1981,1,21,21,1981-01-21,NA,87,25.44,32.11,0.69,127.75
"22",-60.75,-2.5,1981,1,22,22,1981-01-22,NA,88.06,25.03,23.63,0.68,193.75
"23",-60.75,-2.5,1981,1,23,23,1981-01-23,NA,84.62,25.25,5.44,0.55,92.5
"24",-60.75,-2.5,1981,1,24,24,1981-01-24,NA,84.5,25.03,0.04,0.86,112.56
"25",-60.75,-2.5,1981,1,25,25,1981-01-25,NA,84.69,25.38,1.68,0.76,65.5
"26",-60.75,-2.5,1981,1,26,26,1981-01-26,NA,83.38,26.13,0.54,0.98,97.69
"27",-60.75,-2.5,1981,1,27,27,1981-01-27,NA,87.19,26.29,6.78,0.9,107.56
"28",-60.75,-2.5,1981,1,28,28,1981-01-28,NA,89.56,26.15,4.46,0.95,112.31
"29",-60.75,-2.5,1981,1,29,29,1981-01-29,NA,93.56,24.73,20.7,1.05,120.81
"30",-60.75,-2.5,1981,1,30,30,1981-01-30,NA,90.12,24.45,8.61,0.72,132.38
"31",-60.75,-2.5,1981,1,31,31,1981-01-31,NA,84.81,26.08,9.69,0.74,127.19
"32",-60.75,-2.5,1981,2,1,32,1981-02-01,NA,87.81,25.85,10.08,0.92,86.25
"33",-60.75,-2.5,1981,2,2,33,1981-02-02,NA,90.44,25.63,10.76,0.95,101.94
"34",-60.75,-2.5,1981,2,3,34,1981-02-03,NA,94.25,24.58,21.17,0.88,129.5
"35",-60.75,-2.5,1981,2,4,35,1981-02-04,NA,89.25,24.23,4.1,0.89,105.12
"36",-60.75,-2.5,1981,2,5,36,1981-02-05,NA,86.75,25.15,0.73,0.88,116.06
"37",-60.75,-2.5,1981,2,6,37,1981-02-06,NA,88.94,24.64,7.75,0.77,147.31
"38",-60.75,-2.5,1981,2,7,38,1981-02-07,NA,89.31,24.33,14.09,0.89,182.12
"39",-60.75,-2.5,1981,2,8,39,1981-02-08,NA,92.44,24.23,14.71,0.69,150.62
"40",-60.75,-2.5,1981,2,9,40,1981-02-09,NA,87.06,25.84,4.87,0.91,89.19
"41",-60.75,-2.5,1981,2,10,41,1981-02-10,NA,91.12,25.71,24.38,0.95,126.12
"42",-60.75,-2.5,1981,2,11,42,1981-02-11,NA,93.25,24.64,33.73,0.9,95.75
"43",-60.75,-2.5,1981,2,12,43,1981-02-12,NA,91.25,24.63,13.18,0.88,88.81
"44",-60.75,-2.5,1981,2,13,44,1981-02-13,NA,90.88,25.08,9.72,0.88,118.56
"45",-60.75,-2.5,1981,2,14,45,1981-02-14,NA,90.44,24.76,14.4,0.88,130.62
"46",-60.75,-2.5,1981,2,15,46,1981-02-15,NA,88.31,24.91,3.64,0.84,125.12
"47",-60.75,-2.5,1981,2,16,47,1981-02-16,NA,89.75,25.07,9.94,0.92,138.75
"48",-60.75,-2.5,1981,2,17,48,1981-02-17,NA,89.5,25.65,9.57,0.89,129.75
"49",-60.75,-2.5,1981,2,18,49,1981-02-18,NA,88.19,25.65,1.54,0.88,133.62
"50",-60.75,-2.5,1981,2,19,50,1981-02-19,NA,91.19,25.32,4.75,0.96,133.44
"51",-60.75,-2.5,1981,2,20,51,1981-02-20,NA,87.06,25.51,6.25,0.84,140
"52",-60.75,-2.5,1981,2,21,52,1981-02-21,NA,86.88,26.05,3.7,0.86,127.62
"53",-60.75,-2.5,1981,2,22,53,1981-02-22,NA,90.75,25.35,30.96,0.8,144.31
"54",-60.75,-2.5,1981,2,23,54,1981-02-23,NA,90.81,25.56,8.7,0.78,146.69
"55",-60.75,-2.5,1981,2,24,55,1981-02-24,NA,89,26.11,1.33,0.81,129.5
"56",-60.75,-2.5,1981,2,25,56,1981-02-25,NA,87.06,26.86,3.57,0.81,122.69
"57",-60.75,-2.5,1981,2,26,57,1981-02-26,NA,93,26.4,13.89,0.84,143
"58",-60.75,-2.5,1981,2,27,58,1981-02-27,NA,90.56,26.4,3.47,0.84,115.12
"59",-60.75,-2.5,1981,2,28,59,1981-02-28,NA,87.44,26.86,1.35,0.89,115.44
"60",-60.75,-2.5,1981,3,1,60,1981-03-01,NA,85.56,26.86,1.63,0.93,110.88
"61",-60.75,-2.5,1981,3,2,61,1981-03-02,NA,84.88,26.83,2.35,0.98,125.25
"62",-60.75,-2.5,1981,3,3,62,1981-03-03,NA,88.19,26.34,0.95,0.94,117.31
"63",-60.75,-2.5,1981,3,4,63,1981-03-04,NA,92.56,25.88,8.17,0.84,112.56
"64",-60.75,-2.5,1981,3,5,64,1981-03-05,NA,91.38,26.52,9.04,0.87,137
"65",-60.75,-2.5,1981,3,6,65,1981-03-06,NA,89.88,26.26,5.94,0.8,116.12
"66",-60.75,-2.5,1981,3,7,66,1981-03-07,NA,84.88,27.23,3.05,0.7,82.44
"67",-60.75,-2.5,1981,3,8,67,1981-03-08,NA,90.88,26.01,2.73,0.84,146.62
"68",-60.75,-2.5,1981,3,9,68,1981-03-09,NA,85.19,26.89,5.63,0.73,115.25
"69",-60.75,-2.5,1981,3,10,69,1981-03-10,NA,86.06,27.07,6.85,0.55,208.25
"70",-60.75,-2.5,1981,3,11,70,1981-03-11,NA,88.38,25.92,4.4,0.48,207.62
"71",-60.75,-2.5,1981,3,12,71,1981-03-12,NA,82,26.84,0.4,0.65,110.62
"72",-60.75,-2.5,1981,3,13,72,1981-03-13,NA,82.38,26.65,0.23,0.47,167.88
"73",-60.75,-2.5,1981,3,14,73,1981-03-14,NA,79.94,27.32,0.14,0.52,202.25
"74",-60.75,-2.5,1981,3,15,74,1981-03-15,NA,83.81,26.99,0,0.64,171.31
"75",-60.75,-2.5,1981,3,16,75,1981-03-16,NA,87.44,26.69,0.01,0.78,128.94
"76",-60.75,-2.5,1981,3,17,76,1981-03-17,NA,83.44,27.66,0.04,0.7,106.56
"77",-60.75,-2.5,1981,3,18,77,1981-03-18,NA,84.94,27.14,0.12,0.85,132.5
"78",-60.75,-2.5,1981,3,19,78,1981-03-19,NA,89.31,26.2,0.48,0.85,150.62
"79",-60.75,-2.5,1981,3,20,79,1981-03-20,NA,78.25,27.35,0.86,0.62,139.56
"80",-60.75,-2.5,1981,3,21,80,1981-03-21,NA,81.06,27.3,2.69,0.7,108
"81",-60.75,-2.5,1981,3,22,81,1981-03-22,NA,82.25,26.87,19.82,0.74,161.06
"82",-60.75,-2.5,1981,3,23,82,1981-03-23,NA,82.31,26.98,2.34,0.78,155.94
"83",-60.75,-2.5,1981,3,24,83,1981-03-24,NA,88.62,26.26,12,0.88,112.56
"84",-60.75,-2.5,1981,3,25,84,1981-03-25,NA,84.94,26.62,4.45,0.83,126.19
"85",-60.75,-2.5,1981,3,26,85,1981-03-26,NA,82.25,26.63,2.96,0.44,98.94
"86",-60.75,-2.5,1981,3,27,86,1981-03-27,NA,79.62,26.68,0.95,0.48,204.62
"87",-60.75,-2.5,1981,3,28,87,1981-03-28,NA,82.5,26.52,0.52,0.68,92.81
"88",-60.75,-2.5,1981,3,29,88,1981-03-29,NA,86.31,26.59,36.94,0.74,89.81
"89",-60.75,-2.5,1981,3,30,89,1981-03-30,NA,89.69,26.45,23.9,0.81,129.5
"90",-60.75,-2.5,1981,3,31,90,1981-03-31,NA,88.5,25.98,3.54,0.79,141.94
"91",-60.75,-2.5,1981,4,1,91,1981-04-01,NA,80.88,26.33,10.75,0.42,148.88
"92",-60.75,-2.5,1981,4,2,92,1981-04-02,NA,84.31,26.25,8.92,0.53,120.19
"93",-60.75,-2.5,1981,4,3,93,1981-04-03,NA,84.75,26.26,1.5,0.89,100.56
"94",-60.75,-2.5,1981,4,4,94,1981-04-04,NA,86.62,26.49,1.6,1.05,109.81
"95",-60.75,-2.5,1981,4,5,95,1981-04-05,NA,88.25,26.12,2.96,0.9,127
"96",-60.75,-2.5,1981,4,6,96,1981-04-06,NA,89.94,25.71,3.19,0.75,148.19
"97",-60.75,-2.5,1981,4,7,97,1981-04-07,NA,90.88,25.86,9.58,0.87,142.94
"98",-60.75,-2.5,1981,4,8,98,1981-04-08,NA,89.25,26.27,6.06,0.94,133.12
"99",-60.75,-2.5,1981,4,9,99,1981-04-09,NA,92.88,25.78,16.36,0.77,99.88
"100",-60.75,-2.5,1981,4,10,100,1981-04-10,NA,89.56,25.9,8.78,0.88,91
"101",-60.75,-2.5,1981,4,11,101,1981-04-11,NA,88.88,26.3,0.6,0.9,116.06
"102",-60.75,-2.5,1981,4,12,102,1981-04-12,NA,89.31,26.76,9.95,0.86,110.69
"103",-60.75,-2.5,1981,4,13,103,1981-04-13,NA,94.31,26.32,25.96,0.8,82.25
"104",-60.75,-2.5,1981,4,14,104,1981-04-14,NA,91.56,26.04,15.85,0.8,98.06
"105",-60.75,-2.5,1981,4,15,105,1981-04-15,NA,90.81,26.03,9.96,0.83,109.75
"106",-60.75,-2.5,1981,4,16,106,1981-04-16,NA,92.31,25.51,5.41,0.82,138.44
"107",-60.75,-2.5,1981,4,17,107,1981-04-17,NA,88.44,26.24,1.52,0.78,149.44
"108",-60.75,-2.5,1981,4,18,108,1981-04-18,NA,87.19,26.02,0.87,0.69,187.19
"109",-60.75,-2.5,1981,4,19,109,1981-04-19,NA,88.44,25.26,28.48,0.66,224.19
"110",-60.75,-2.5,1981,4,20,110,1981-04-20,NA,87.88,25.69,4.1,0.68,88.69
"111",-60.75,-2.5,1981,4,21,111,1981-04-21,NA,91.69,25.82,8.97,0.81,107.56
"112",-60.75,-2.5,1981,4,22,112,1981-04-22,NA,88.25,26.66,2.58,0.91,123.19
"113",-60.75,-2.5,1981,4,23,113,1981-04-23,NA,86,26.9,0.94,0.87,112.31
"114",-60.75,-2.5,1981,4,24,114,1981-04-24,NA,86.75,26.91,0.08,0.8,129.19
"115",-60.75,-2.5,1981,4,25,115,1981-04-25,NA,87,26.98,0.16,0.7,107.94
"116",-60.75,-2.5,1981,4,26,116,1981-04-26,NA,85.06,27.25,3.16,0.75,93.25
"117",-60.75,-2.5,1981,4,27,117,1981-04-27,NA,87.44,26.33,1.32,0.73,140.69
"118",-60.75,-2.5,1981,4,28,118,1981-04-28,NA,83.94,26.35,12.1,0.51,111.94
"119",-60.75,-2.5,1981,4,29,119,1981-04-29,NA,85.81,25.94,10.19,0.77,125.75
"120",-60.75,-2.5,1981,4,30,120,1981-04-30,NA,89.12,25.36,2.81,0.84,122
"121",-60.75,-2.5,1981,5,1,121,1981-05-01,NA,85,26.18,17.84,0.61,138.75
"122",-60.75,-2.5,1981,5,2,122,1981-05-02,NA,80.5,27.08,9,0.38,269.94
"123",-60.75,-2.5,1981,5,3,123,1981-05-03,NA,83.94,26.75,1.79,0.41,169.56
"124",-60.75,-2.5,1981,5,4,124,1981-05-04,NA,89.38,26,0.68,0.76,103.69
"125",-60.75,-2.5,1981,5,5,125,1981-05-05,NA,86.94,25.91,1.39,0.71,139.75
"126",-60.75,-2.5,1981,5,6,126,1981-05-06,NA,84.12,26.23,3.44,0.75,162
"127",-60.75,-2.5,1981,5,7,127,1981-05-07,NA,86.56,25.9,7.38,0.8,156.25
"128",-60.75,-2.5,1981,5,8,128,1981-05-08,NA,89.38,24.93,4.86,0.66,82.62
"129",-60.75,-2.5,1981,5,9,129,1981-05-09,NA,85.69,25.98,3.92,0.75,134.06
"130",-60.75,-2.5,1981,5,10,130,1981-05-10,NA,87.5,25.82,2.07,0.68,137.31
"131",-60.75,-2.5,1981,5,11,131,1981-05-11,NA,83.81,26.68,0.61,0.77,122
"132",-60.75,-2.5,1981,5,12,132,1981-05-12,NA,85.44,26.51,0.9,0.62,86.81
"133",-60.75,-2.5,1981,5,13,133,1981-05-13,NA,83.5,26.86,0.21,0.66,103.69
"134",-60.75,-2.5,1981,5,14,134,1981-05-14,NA,87.19,26.3,2.17,0.72,77.81
"135",-60.75,-2.5,1981,5,15,135,1981-05-15,NA,86,26.6,1.7,0.78,108.31
"136",-60.75,-2.5,1981,5,16,136,1981-05-16,NA,93.69,25.73,6.77,0.83,77.88
"137",-60.75,-2.5,1981,5,17,137,1981-05-17,NA,82.94,26.35,14.4,0.41,179.56
"138",-60.75,-2.5,1981,5,18,138,1981-05-18,NA,83.38,25.78,8.23,0.56,156.81
"139",-60.75,-2.5,1981,5,19,139,1981-05-19,NA,89.25,25.93,29.58,0.91,133.38
"140",-60.75,-2.5,1981,5,20,140,1981-05-20,NA,89.56,26.54,2.63,0.98,117.75
"141",-60.75,-2.5,1981,5,21,141,1981-05-21,NA,88.62,26.16,6.32,0.9,123.81
"142",-60.75,-2.5,1981,5,22,142,1981-05-22,NA,90.38,25.69,5.25,0.91,137.94
"143",-60.75,-2.5,1981,5,23,143,1981-05-23,NA,90.75,25.62,2.69,0.95,140.38
"144",-60.75,-2.5,1981,5,24,144,1981-05-24,NA,88.56,26.09,0.6,0.85,123.19
"145",-60.75,-2.5,1981,5,25,145,1981-05-25,NA,89.5,25.99,3.39,0.81,125.31
"146",-60.75,-2.5,1981,5,26,146,1981-05-26,NA,91.56,24.84,9.76,0.6,122.5
"147",-60.75,-2.5,1981,5,27,147,1981-05-27,NA,83.94,26.13,8.37,0.61,103.44
"148",-60.75,-2.5,1981,5,28,148,1981-05-28,NA,87.56,26.34,0.99,0.82,113.25
"149",-60.75,-2.5,1981,5,29,149,1981-05-29,NA,90.25,25.8,9.31,0.8,130.69
"150",-60.75,-2.5,1981,5,30,150,1981-05-30,NA,90.31,25.89,4.62,0.8,98.88
"151",-60.75,-2.5,1981,5,31,151,1981-05-31,NA,90.69,26.02,3.9,0.81,119.44
"152",-60.75,-2.5,1981,6,1,152,1981-06-01,NA,91.25,26.13,4.8,0.72,73.5
"153",-60.75,-2.5,1981,6,2,153,1981-06-02,NA,89.25,26.23,1.66,0.8,97.31
"154",-60.75,-2.5,1981,6,3,154,1981-06-03,NA,90.12,25.88,0.23,0.79,98.31
"155",-60.75,-2.5,1981,6,4,155,1981-06-04,NA,87.62,26.48,0.87,0.77,118.62
"156",-60.75,-2.5,1981,6,5,156,1981-06-05,NA,86.75,26.18,0.58,0.8,104.31
"157",-60.75,-2.5,1981,6,6,157,1981-06-06,NA,85.5,26.38,0.66,0.86,101.44
"158",-60.75,-2.5,1981,6,7,158,1981-06-07,NA,88.31,26.55,0.28,0.93,115.56
"159",-60.75,-2.5,1981,6,8,159,1981-06-08,NA,93.75,25.76,5.98,0.85,124.19
"160",-60.75,-2.5,1981,6,9,160,1981-06-09,NA,91.31,25.44,7.91,0.84,133.69
"161",-60.75,-2.5,1981,6,10,161,1981-06-10,NA,86.88,25.63,6.41,0.64,133.44
"162",-60.75,-2.5,1981,6,11,162,1981-06-11,NA,88.88,25.58,3.72,0.9,121.19
"163",-60.75,-2.5,1981,6,12,163,1981-06-12,NA,86.31,25.78,1.49,0.85,92.69
"164",-60.75,-2.5,1981,6,13,164,1981-06-13,NA,87.56,26,4.02,0.82,110.44
"165",-60.75,-2.5,1981,6,14,165,1981-06-14,NA,89.06,25.79,0.94,0.92,124.62
"166",-60.75,-2.5,1981,6,15,166,1981-06-15,NA,87.75,26.13,2.04,0.81,132
"167",-60.75,-2.5,1981,6,16,167,1981-06-16,NA,90.88,25.45,2.78,0.75,119
"168",-60.75,-2.5,1981,6,17,168,1981-06-17,NA,90.38,25.47,9.96,0.77,119
"169",-60.75,-2.5,1981,6,18,169,1981-06-18,NA,85.88,25.73,1.13,0.83,165.56
"170",-60.75,-2.5,1981,6,19,170,1981-06-19,NA,85.44,25.78,8.04,0.75,150.06
"171",-60.75,-2.5,1981,6,20,171,1981-06-20,NA,85.56,26.17,8.03,0.73,87.81
"172",-60.75,-2.5,1981,6,21,172,1981-06-21,NA,83.81,26.16,1.21,0.67,101.56
"173",-60.75,-2.5,1981,6,22,173,1981-06-22,NA,86.25,25.93,2.32,0.9,116.75
"174",-60.75,-2.5,1981,6,23,174,1981-06-23,NA,87.5,25.84,2.12,0.84,110.12
"175",-60.75,-2.5,1981,6,24,175,1981-06-24,NA,85.94,25.95,1.32,0.83,112.38
"176",-60.75,-2.5,1981,6,25,176,1981-06-25,NA,87.44,25.92,3.01,0.86,116.19
"177",-60.75,-2.5,1981,6,26,177,1981-06-26,NA,88.5,25.69,1.19,0.93,117.38
"178",-60.75,-2.5,1981,6,27,178,1981-06-27,NA,88.06,25.58,0.42,0.92,136.25
"179",-60.75,-2.5,1981,6,28,179,1981-06-28,NA,87.56,25.71,2.16,1.04,145.19
"180",-60.75,-2.5,1981,6,29,180,1981-06-29,NA,84.75,25.91,0.98,0.85,159.38
"181",-60.75,-2.5,1981,6,30,181,1981-06-30,NA,86.12,25.66,6.79,0.7,239.38
"182",-60.75,-2.5,1981,7,1,182,1981-07-01,NA,91.19,24.69,9.26,0.66,180.56
"183",-60.75,-2.5,1981,7,2,183,1981-07-02,NA,87.19,25.6,2.08,0.78,110.44
"184",-60.75,-2.5,1981,7,3,184,1981-07-03,NA,84.62,26.21,6.09,0.66,114.19
"185",-60.75,-2.5,1981,7,4,185,1981-07-04,NA,81.44,26.49,9.65,0.53,134
"186",-60.75,-2.5,1981,7,5,186,1981-07-05,NA,89.44,24.84,8.36,0.6,208.06
"187",-60.75,-2.5,1981,7,6,187,1981-07-06,NA,89.19,24.9,6.22,0.6,130.44
"188",-60.75,-2.5,1981,7,7,188,1981-07-07,NA,88,25.27,4.96,0.83,101.69
"189",-60.75,-2.5,1981,7,8,189,1981-07-08,NA,87.12,25.49,1.05,0.88,123.31
"190",-60.75,-2.5,1981,7,9,190,1981-07-09,NA,85.88,25.63,0.16,0.94,104.5
"191",-60.75,-2.5,1981,7,10,191,1981-07-10,NA,86.62,25.95,0.11,0.94,103.75
"192",-60.75,-2.5,1981,7,11,192,1981-07-11,NA,86,26.05,0.01,0.9,104.06
"193",-60.75,-2.5,1981,7,12,193,1981-07-12,NA,86,25.87,0,1.01,91.19
"194",-60.75,-2.5,1981,7,13,194,1981-07-13,NA,84.19,26.1,0,0.92,100.75
"195",-60.75,-2.5,1981,7,14,195,1981-07-14,NA,82.75,26.41,1.62,0.64,94.44
"196",-60.75,-2.5,1981,7,15,196,1981-07-15,NA,85.88,25.87,4.38,0.67,102.75
"197",-60.75,-2.5,1981,7,16,197,1981-07-16,NA,83.06,26.11,2.83,0.7,112
"198",-60.75,-2.5,1981,7,17,198,1981-07-17,NA,88.75,25.52,1.21,0.73,132.19
"199",-60.75,-2.5,1981,7,18,199,1981-07-18,NA,83.69,25.83,0.13,0.89,162.88
"200",-60.75,-2.5,1981,7,19,200,1981-07-19,NA,80.44,24.56,0.08,1.21,172.69
"201",-60.75,-2.5,1981,7,20,201,1981-07-20,NA,77.62,22.8,0.03,1.07,177.31
"202",-60.75,-2.5,1981,7,21,202,1981-07-21,NA,77.5,23.26,0,0.72,200.12
"203",-60.75,-2.5,1981,7,22,203,1981-07-22,NA,77.94,24.55,0,0.79,183.81
"204",-60.75,-2.5,1981,7,23,204,1981-07-23,NA,81.75,25.3,0.12,1.01,169.88
"205",-60.75,-2.5,1981,7,24,205,1981-07-24,NA,82.31,25.81,0.75,1.07,155.94
"206",-60.75,-2.5,1981,7,25,206,1981-07-25,NA,81.56,24.84,0.25,0.91,157.44
"207",-60.75,-2.5,1981,7,26,207,1981-07-26,NA,80.38,25.84,1.56,0.75,157.31
"208",-60.75,-2.5,1981,7,27,208,1981-07-27,NA,82.12,26.26,2.45,0.76,119.5
"209",-60.75,-2.5,1981,7,28,209,1981-07-28,NA,81.75,26.18,0.36,0.82,102.69
"210",-60.75,-2.5,1981,7,29,210,1981-07-29,NA,83,25.94,0.94,0.84,92.31
"211",-60.75,-2.5,1981,7,30,211,1981-07-30,NA,84.81,25.97,0.88,0.95,79.75
"212",-60.75,-2.5,1981,7,31,212,1981-07-31,NA,84.12,26.51,0.76,0.88,79.56
"213",-60.75,-2.5,1981,8,1,213,1981-08-01,NA,84.38,26.8,3.07,0.8,81.75
"214",-60.75,-2.5,1981,8,2,214,1981-08-02,NA,83.75,26.89,2.42,0.68,55.12
"215",-60.75,-2.5,1981,8,3,215,1981-08-03,NA,82.88,27.03,0.43,0.91,63.62
"216",-60.75,-2.5,1981,8,4,216,1981-08-04,NA,83.19,26.82,0.07,0.98,66.38
"217",-60.75,-2.5,1981,8,5,217,1981-08-05,NA,81.69,27.3,0,0.77,76
"218",-60.75,-2.5,1981,8,6,218,1981-08-06,NA,81.19,27.41,0,0.8,68.44
"219",-60.75,-2.5,1981,8,7,219,1981-08-07,NA,81.31,27.3,0.32,0.92,62.12
"220",-60.75,-2.5,1981,8,8,220,1981-08-08,NA,80.81,27.33,0.01,0.95,69.19
"221",-60.75,-2.5,1981,8,9,221,1981-08-09,NA,78.62,27.61,0.41,0.88,78.88
"222",-60.75,-2.5,1981,8,10,222,1981-08-10,NA,78.56,27.55,1.89,0.65,134
"223",-60.75,-2.5,1981,8,11,223,1981-08-11,NA,79,27.48,5.74,0.52,224.06
"224",-60.75,-2.5,1981,8,12,224,1981-08-12,NA,80.62,26.84,2.74,0.42,252.31
"225",-60.75,-2.5,1981,8,13,225,1981-08-13,NA,83.62,26.28,1.22,0.51,267.69
"226",-60.75,-2.5,1981,8,14,226,1981-08-14,NA,79,27.19,0.58,0.65,279.69
"227",-60.75,-2.5,1981,8,15,227,1981-08-15,NA,77.31,27.67,0.22,0.71,159.75
"228",-60.75,-2.5,1981,8,16,228,1981-08-16,NA,74.62,28.22,1.01,0.64,93.06
"229",-60.75,-2.5,1981,8,17,229,1981-08-17,NA,72.88,28.47,0.23,0.59,94.81
"230",-60.75,-2.5,1981,8,18,230,1981-08-18,NA,80.31,27.4,1.77,0.7,96.38
"231",-60.75,-2.5,1981,8,19,231,1981-08-19,NA,81.12,27.1,1.78,0.73,269.06
"232",-60.75,-2.5,1981,8,20,232,1981-08-20,NA,76.88,27.16,1.22,0.8,252.44
"233",-60.75,-2.5,1981,8,21,233,1981-08-21,NA,79.31,26.31,1.06,0.8,271.12
"234",-60.75,-2.5,1981,8,22,234,1981-08-22,NA,80.12,26.26,5.24,0.58,250.31
"235",-60.75,-2.5,1981,8,23,235,1981-08-23,NA,80.12,26.8,2.38,0.95,88.94
"236",-60.75,-2.5,1981,8,24,236,1981-08-24,NA,80.38,26.97,11.46,0.62,83.94
"237",-60.75,-2.5,1981,8,25,237,1981-08-25,NA,81.88,26.36,19.89,0.46,70.12
"238",-60.75,-2.5,1981,8,26,238,1981-08-26,NA,77.81,26.92,2.69,0.63,184.12
"239",-60.75,-2.5,1981,8,27,239,1981-08-27,NA,80.75,26.73,1.63,0.8,65.06
"240",-60.75,-2.5,1981,8,28,240,1981-08-28,NA,76.75,27.47,3.61,0.62,70.56
